户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
3室2厅2卫,116.0,南北,中层,简装修,2014,有,商品房,普通住宅,平层,板楼,汉阳,11983.0,3号线,813米,139.0
2室2厅1卫,79.4,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,15113.0,4号线,775米,120.0
2室2厅1卫,80.44,南,高层,简装修,2015,有,商品房,普通住宅,平层,板楼,青山,9324.0,5号线,828米,75.0
3室2厅1卫,146.0,南北,高层,毛坯,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,7877.0,19号线,909米,115.0
5室3厅3卫,270.0,南,中层,精装修,2024,有,商品房,普通住宅,平层,板楼,东湖高新区,15926.0,无,无,430.0
3室2厅2卫,118.37,南北,中层,毛坯,2019,有,商品房,普通住宅,平层,板楼,东湖高新区,14362.0,2号线,867米,170.0
3室2厅2卫,115.0,南北,中层,精装修,2024,有,商品房,普通住宅,平层,板楼,汉阳,17391.0,4号线,217米,200.0
4室2厅3卫,141.03,南北,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18081.0,2号线,314米,255.0
3室2厅2卫,99.21,南北,底层,简装修,2025,有,商品房,普通住宅,平层,板楼,青山,11088.0,4号线,561米,110.0
3室2厅1卫,97.17,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13379.0,8号线,929米,130.0
3室2厅1卫,95.0,南北,底层,毛坯,2019,有,商品房,普通住宅,平层,板楼,洪山,8421.0,5号线,448米,80.0
3室2厅2卫,149.88,东南,中层,毛坯,2020,有,商品房,普通住宅,平层,板楼,洪山,22218.0,无,无,333.0
3室2厅2卫,103.0,南北,低层,毛坯,2021,有,商品房,普通住宅,平层,板楼,洪山,12621.0,无,无,130.0
3室2厅3卫,179.47,南北,低层,毛坯,2006,无,商品房,普通住宅,平层,板楼,东湖高新区,16103.0,11号线,732米,289.0
4室2厅1卫,329.57,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,27612.0,2号线,519米,910.0
3室1厅1卫,95.68,南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,11497.0,4号线,11米,110.0
4室2厅3卫,236.72,南北,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,汉阳,24472.0,6号线,525米,579.3
3室2厅2卫,129.0,南北,高层,精装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,13178.0,6号线,866米,170.0
3室1厅2卫,117.32,南北,顶层,精装修,2021,有,商品房,普通住宅,平层,板楼,江岸,9887.0,1号线,644米,116.0
3室2厅2卫,117.09,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,14092.0,4号线,892米,165.0
3室2厅1卫,128.93,东南,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,11246.0,7号线,1071米,145.0
4室2厅2卫,143.0,南北,低层,简装修,2024,有,商品房,普通住宅,平层,板楼,硚口,31483.0,2号线,609米,450.2
4室2厅1卫,136.36,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,20901.0,2号线,1163米,285.0
3室2厅2卫,127.0,南北,低层,简装修,2018,有,商品房,普通住宅,平层,板楼,硚口,19409.0,1号线,406米,246.5
3室2厅1卫,110.58,南,低层,精装修,2016,有,商品房,普通住宅,平层,板楼,硚口,12661.0,1号线,492米,140.0
3室2厅2卫,106.25,南北,中层,简装修,2021,有,商品房,普通住宅,平层,板楼,汉阳,14400.0,无,无,153.0
3室2厅1卫,199.56,南北,中层,精装修,2013,有,商品房,普通住宅,平层,板楼,江汉,23301.0,3号线,148米,465.0
3室2厅2卫,118.23,南,低层,毛坯,2022,有,商品房,普通住宅,平层,板楼,江岸,13956.0,8号线,981米,165.0
3室2厅1卫,98.16,南北,高层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10391.0,5号线,217米,102.0
3室2厅2卫,116.0,南北,中层,简装修,2019,有,商品房,普通住宅,平层,板楼,沌口,10362.0,3号线,1102米,120.2
3室2厅2卫,124.49,南北,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,武昌,17511.0,5号线,646米,218.0
4室2厅3卫,164.92,南,中层,毛坯,2019,有,商品房,普通住宅,平层,板楼,经济开发区,11218.0,6号线,652米,185.0
3室2厅2卫,95.66,南北,高层,毛坯,2021,有,商品房,普通住宅,平层,板楼,青山,15681.0,5号线,560米,150.0
2室2厅1卫,93.59,南,中层,中装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10151.0,5号线,640米,95.0
3室2厅2卫,108.0,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,沌口,5556.0,16号线,1055米,60.0
3室2厅2卫,175.95,南,低层,精装修,2014,有,商品房,普通住宅,平层,板楼,武昌,28417.0,4号线,579米,500.0
4室2厅3卫,164.95,南,低层,中装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,27281.0,11号线,606米,450.0
3室2厅2卫,114.45,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,15291.0,4号线,775米,175.0
3室2厅2卫,136.87,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,21919.0,4号线,729米,300.0
2室2厅1卫,85.34,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,11718.0,8号线,981米,100.0
3室2厅2卫,98.0,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,江夏,11224.0,7号线,716米,110.0
3室2厅2卫,121.38,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,11369.0,8号线,1171米,138.0
3室2厅2卫,108.2,南北,低层,简装修,2014,有,商品房,普通住宅,平层,板楼,汉阳,11978.0,6号线,388米,129.6
3室2厅1卫,129.77,南,低层,毛坯,2019,有,商品房,普通住宅,平层,板楼,汉阳,14780.0,6号线,762米,191.8
3室2厅2卫,99.0,南北,低层,毛坯,2019,有,商品房,普通住宅,平层,板楼,汉阳,12990.0,6号线,1097米,128.6
3室2厅1卫,101.72,东南,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,19564.0,无,无,199.0
4室2厅2卫,134.01,南北,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,江岸,16417.0,8号线,492米,220.0
3室2厅1卫,108.91,南北,高层,毛坯,2020,有,商品房,普通住宅,平层,板楼,洪山,9916.0,5号线,405米,108.0
3室2厅1卫,102.19,北,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,8024.0,无,无,82.0
3室2厅1卫,106.54,南北,高层,简装修,1990,有,商品房,普通住宅,平层,板楼,武昌,19899.0,8号线,424米,212.0
3室2厅1卫,95.36,南北,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,青山,15730.0,5号线,828米,150.0
2室2厅1卫,90.61,西南,高层,精装修,2018,有,商品房,普通住宅,平层,板楼,武昌,15451.0,5号线,646米,140.0
2室2厅1卫,83.58,东北,中层,精装修,2015,有,商品房,普通住宅,平层,板楼,东湖高新区,12563.0,2号线,677米,105.0
2室2厅1卫,85.71,南,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,青山,14351.0,5号线,828米,123.0
3室1厅2卫,114.68,南北,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,13080.0,2号线,581米,150.0
3室2厅1卫,113.37,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,14113.0,11号线,253米,160.0
3室2厅2卫,96.0,南北,中层,毛坯,2024,有,商品房,普通住宅,平层,板楼,经济开发区,7813.0,16号线,892米,75.0
3室2厅2卫,108.2,南北,低层,毛坯,2023,有,商品房,普通住宅,平层,板楼,汉阳,12994.0,3号线,776米,140.6
4室2厅2卫,160.0,南北,低层,简装修,2011,有,商品房,普通住宅,平层,板楼,硚口,21888.0,1号线,406米,350.2
3室2厅2卫,125.97,南北,高层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,13337.0,无,无,168.0
3室2厅2卫,142.0,南北,底层,简装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,19923.0,6号线,525米,282.9
3室2厅1卫,86.43,南北,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,13653.0,无,无,118.0
2室2厅1卫,89.41,南,高层,精装修,2014,有,商品房,普通住宅,平层,板楼,洪山,9954.0,8号线,717米,89.0
3室2厅2卫,84.02,东南,低层,精装修,2012,有,商品房,普通住宅,平层,板楼,武昌,18448.0,5号线,874米,155.0
2室2厅1卫,75.0,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,15733.0,无,无,118.0
3室2厅2卫,142.25,南,中层,毛坯,2022,有,商品房,普通住宅,平层,板楼,东湖高新区,16098.0,11号线,632米,229.0
4室2厅2卫,140.0,南北,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,硚口,20371.0,1号线,608米,285.2
3室2厅2卫,98.2,南北,中层,精装修,2010,有,商品房,普通住宅,平层,板楼,沌口,13503.0,3号线,1102米,132.6
2室2厅1卫,72.81,南,中层,中装修,2015,有,商品房,普通住宅,平层,板楼,东湖高新区,13734.0,2号线,677米,100.0
4室2厅2卫,138.46,南北,高层,中装修,2017,有,商品房,普通住宅,平层,板楼,洪山,15528.0,无,无,215.0
5室2厅4卫,311.25,南,低层,毛坯,2022,有,商品房,普通住宅,平层,板楼,武昌,28916.0,5号线,154米,900.0
2室2厅1卫,81.63,南,低层,精装修,2015,有,商品房,普通住宅,平层,板楼,武昌,15803.0,5号线,646米,129.0
5室2厅3卫,212.07,南,底层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,16032.0,无,无,340.0
3室2厅1卫,117.67,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,21926.0,4号线,614米,258.0
2室2厅1卫,83.29,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,9005.0,7号线,753米,75.0
3室2厅2卫,126.0,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,11825.0,4号线,173米,149.0
3室2厅1卫,109.77,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,12481.0,5号线,405米,137.0
3室1厅1卫,90.76,南北,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,汉阳,13001.0,6号线,1006米,118.0
3室2厅1卫,111.4,南北,高层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,10233.0,5号线,640米,114.0
3室2厅1卫,109.7,南北,高层,精装修,2021,有,商品房,普通住宅,平层,板楼,江汉,14129.0,2号线,658米,155.0
3室2厅2卫,120.0,南北,低层,简装修,2007,有,商品房,普通住宅,平层,板楼,硚口,21050.0,6号线,641米,252.6
3室2厅2卫,112.98,南,中层,毛坯,2022,有,商品房,普通住宅,平层,板楼,江夏,7789.0,无,无,88.0
3室2厅2卫,101.0,南,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,硚口,15347.0,1号线,111米,155.0
3室2厅2卫,132.0,南北,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,11970.0,4号线,1086米,158.0
3室2厅2卫,128.72,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,22918.0,2号线,717米,295.0
3室2厅1卫,135.15,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,洪山,16648.0,8号线,323米,225.0
3室2厅1卫,99.0,南,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,江夏,12929.0,无,无,128.0
3室2厅1卫,110.66,西南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,汉阳,12832.0,无,无,142.0
3室2厅1卫,127.38,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,27398.0,2号线,349米,349.0
4室2厅2卫,139.21,南北,中层,毛坯,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,16881.0,11号线,606米,235.0
4室2厅1卫,114.33,南北,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,9350.0,5号线,684米,106.9
4室2厅1卫,147.78,东南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,24225.0,2号线,633米,358.0
3室2厅1卫,120.09,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,19985.0,7号线,407米,240.0
3室2厅2卫,135.47,南北,中层,中装修,2016,有,商品房,普通住宅,平层,板楼,东湖高新区,12401.0,无,无,168.0
3室2厅1卫,134.4,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,34821.0,4号线,562米,468.0
3室2厅1卫,108.58,南,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,汉阳,11568.0,6号线,388米,125.6
2室1厅1卫,85.07,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,洪山,11755.0,7号线,731米,100.0
3室2厅2卫,108.12,南北,高层,精装修,2021,有,商品房,普通住宅,平层,板楼,江夏,10636.0,无,无,115.0
3室2厅2卫,114.53,南北,中层,精装修,2014,有,商品房,普通住宅,平层,板楼,洪山,14407.0,7号线,905米,165.0
3室1厅1卫,89.96,南北,低层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,11338.0,5号线,308米,102.0
2室1厅1卫,56.57,南,中层,精装修,2013,有,商品房,普通住宅,平层,板楼,洪山,12374.0,8号线,929米,70.0
4室2厅2卫,140.0,南北,中层,简装修,2007,有,商品房,普通住宅,平层,板楼,沌口,16443.0,3号线,1102米,230.2
3室2厅1卫,105.24,北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,17104.0,11号线,472米,180.0
3室2厅1卫,91.39,南北,高层,精装修,2015,有,商品房,普通住宅,平层,板楼,武昌,19586.0,5号线,548米,179.0
3室2厅2卫,127.0,南,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,汉阳,11732.0,4号线,173米,149.0
4室2厅2卫,155.73,西南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,武昌,23695.0,5号线,478米,369.0
2室2厅1卫,81.4,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,10565.0,3号线,417米,86.0
3室2厅1卫,87.0,南,高层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,15862.0,6号线,153米,138.0
3室2厅1卫,103.57,东西,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13517.0,4号线,374米,140.0
3室2厅1卫,112.09,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,14720.0,无,无,165.0
4室2厅2卫,129.33,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13531.0,8号线,394米,175.0
3室2厅2卫,115.0,南北,低层,毛坯,2019,有,商品房,普通住宅,平层,板楼,青山,17391.0,5号线,606米,200.0
3室2厅1卫,102.41,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,16600.0,7号线,485米,170.0
4室2厅1卫,153.64,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,23106.0,8号线,385米,355.0
4室2厅2卫,162.69,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,20284.0,无,无,330.0
3室2厅2卫,100.0,南北,底层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江夏,8300.0,无,无,83.0
3室2厅2卫,119.96,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,20007.0,2号线,123米,240.0
3室2厅1卫,105.05,南,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,12089.0,无,无,127.0
4室2厅2卫,154.85,西南,高层,毛坯,2016,有,商品房,普通住宅,平层,板楼,江汉,25186.0,1号线,408米,390.0
3室2厅1卫,104.66,南北,中层,毛坯,2018,有,商品房,普通住宅,平层,板楼,武昌,9555.0,5号线,1018米,100.0
3室2厅1卫,128.08,南北,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,东湖高新区,15693.0,11号线,1108米,201.0
4室2厅3卫,291.41,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,41179.0,5号线,439米,1200.0
3室2厅1卫,184.84,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,30837.0,4号线,830米,570.0
3室2厅2卫,110.35,南,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,16855.0,无,无,186.0
3室2厅2卫,121.56,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,青山,12751.0,4号线,393米,155.0
4室2厅2卫,142.0,南,低层,简装修,2021,有,商品房,普通住宅,平层,板楼,沌口,16549.0,6号线,1091米,235.0
3室1厅1卫,83.65,西,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,东湖高新区,11596.0,无,无,97.0
3室2厅1卫,91.71,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13630.0,4号线,374米,125.0
4室2厅2卫,136.0,南北,低层,毛坯,2018,无,商品房,普通住宅,平层,板楼,东湖高新区,13603.0,无,无,185.0
4室2厅2卫,130.57,南北,高层,中装修,2022,有,商品房,普通住宅,平层,板楼,武昌,29103.0,5号线,478米,380.0
4室2厅2卫,159.72,南北,低层,简装修,2023,有,商品房,普通住宅,平层,板楼,汉阳,11927.0,6号线,1097米,190.5
4室2厅1卫,231.26,东南,中层,精装修,2015,有,商品房,普通住宅,平层,板楼,洪山,30269.0,无,无,700.0
4室2厅2卫,152.62,南北,中层,精装修,2014,有,商品房,普通住宅,平层,板楼,洪山,24898.0,7号线,1008米,380.0
3室2厅1卫,134.46,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,15544.0,2号线,430米,209.0
3室2厅3卫,237.1,南北,中层,精装修,2012,有,商品房,普通住宅,平层,板楼,武昌,21088.0,2号线,519米,500.0
3室2厅1卫,91.33,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,11935.0,无,无,109.0
3室2厅2卫,104.0,南北,低层,简装修,2018,有,商品房,普通住宅,平层,板楼,汉阳,12115.0,4号线,856米,126.0
4室2厅3卫,228.64,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,武昌,33153.0,5号线,450米,758.0
2室2厅1卫,100.39,西南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,21915.0,4号线,729米,220.0
4室2厅3卫,228.0,南,低层,简装修,2023,有,商品房,普通住宅,平层,板楼,汉阳,11228.0,6号线,1097米,256.0
4室2厅3卫,148.0,南北,高层,简装修,2023,有,商品房,普通住宅,平层,板楼,汉阳,15041.0,6号线,1097米,222.6
3室2厅2卫,124.92,北,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18412.0,无,无,230.0
3室2厅2卫,113.72,东,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,22863.0,2号线,717米,260.0
4室2厅2卫,191.09,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,19363.0,无,无,370.0
4室2厅2卫,128.0,南北,底层,简装修,2025,有,商品房,普通住宅,平层,板楼,硚口,15625.0,1号线,719米,200.0
3室2厅1卫,99.21,南北,高层,精装修,2015,有,商品房,普通住宅,平层,板楼,沌口,11894.0,无,无,118.0
2室2厅1卫,92.21,南,高层,精装修,2014,有,商品房,普通住宅,平层,板楼,洪山,7374.0,5号线,302米,68.0
3室2厅1卫,109.99,南北,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,东湖高新区,16820.0,11号线,253米,185.0
4室2厅3卫,188.67,南北,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,武昌,27031.0,4号线,639米,510.0
4室2厅2卫,160.71,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,14934.0,4号线,892米,240.0
3室2厅1卫,96.39,南,低层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,15147.0,11号线,253米,146.0
