户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
2室2厅1卫,95.91平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,17204元/平米,2号线,750米,165.0
3室2厅2卫,125平米,南北,中层,豪华装修,,有,商品房,普通住宅,平层,板楼,江汉,22416元/平米,6号线,498米,280.2
3室2厅2卫,125.28平米,南北,中层,精装修,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,16363元/平米,无,无,205.0
3室2厅2卫,104.14平米,南北,中层,精装修,2019年,有,商品房,普通住宅,平层,板楼,洪山,10563元/平米,无,无,110.0
3室2厅2卫,136.01平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,51467元/平米,1号线,561米,700.0
3室2厅1卫,102平米,南北,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,洪山,12745元/平米,5号线,1199米,130.0
4室2厅2卫,129.19平米,东南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,15481元/平米,4号线,775米,200.0
3室2厅2卫,110平米,南北,中层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,江岸,13182元/平米,21号线,1032米,145.0
2室2厅1卫,81.6平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,23284元/平米,无,无,190.0
3室2厅1卫,149.56平米,南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,15512元/平米,8号线,737米,232.0
3室2厅3卫,183平米,南北,底层,简装修,2021年,有,商品房,普通住宅,平层,板楼,武昌,20765元/平米,4号线,635米,380.0
3室1厅1卫,134.1平米,南北,低层,精装修,2015年,有,商品房,普通住宅,平层,板楼,武昌,31991元/平米,4号线,562米,429.0
3室2厅2卫,108.2平米,南北,低层,简装修,,有,商品房,普通住宅,平层,板楼,汉阳,11978元/平米,6号线,388米,129.6
3室2厅2卫,101平米,南北,低层,简装修,,有,商品房,普通住宅,平层,板楼,汉阳,11941元/平米,6号线,388米,120.6
3室2厅2卫,84平米,南,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,洪山,18095元/平米,2号线,594米,152.0
3室2厅2卫,117.31平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,12787元/平米,无,无,150.0
3室2厅2卫,108.03平米,南,中层,精装修,2018年,有,个人产权,个人产权,平层,板楼,东湖高新区,12959元/平米,无,无,140.0
4室2厅3卫,190.5平米,南北,中层,豪华装修,2021年,有,个人产权,个人产权,平层,板楼,江岸,37218元/平米,1号线,61米,709.0
1室1厅1卫,56.1平米,北,高层,精装修,2016年,有,商品房,普通住宅,平层,板楼,洪山,21390元/平米,2号线,403米,120.0
4室2厅2卫,160平米,南北,中层,简装修,2021年,有,商品房,普通住宅,平层,板楼,江汉,16875元/平米,6号线,498米,270.0
3室2厅2卫,132.8平米,南,高层,毛坯,2015年,有,商品房,普通住宅,平层,板楼,洪山,11672元/平米,5号线,640米,155.0
3室2厅1卫,99.78平米,南北,低层,精装修,2020年,有,商品房,普通住宅,平层,板楼,汉阳,13029元/平米,3号线,776米,130.0
5室3厅3卫,270平米,南,中层,精装修,2024年,有,商品房,普通住宅,平层,板楼,东湖高新区,15926元/平米,无,无,430.0
3室2厅1卫,98平米,东南,低层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,东西湖,6939元/平米,无,无,68.0
3室2厅2卫,117平米,南,中层,毛坯,2019年,有,个人产权,个人产权,平层,板楼,江汉,12821元/平米,6号线,270米,150.0
3室2厅2卫,108.26平米,南北,中层,毛坯,2019年,有,个人产权,个人产权,平层,板楼,东湖高新区,12008元/平米,无,无,130.0
3室2厅1卫,99.4平米,东南,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,17606元/平米,无,无,175.0
3室2厅2卫,127.37平米,南北,高层,精装修,2021年,有,商品房,普通住宅,平层,板楼,洪山,11855元/平米,无,无,151.0
2室1厅1卫,90.97平米,南,中层,精装修,2016年,有,商品房,普通住宅,平层,板楼,武昌,15390元/平米,5号线,646米,140.0
3室2厅1卫,79平米,南北,中层,毛坯,2020年,有,个人产权,个人产权,平层,板楼,青山,13671元/平米,5号线,606米,108.0
4室2厅2卫,159.27平米,南北,高层,精装修,2015年,有,商品房,普通住宅,平层,板楼,武昌,34219元/平米,8号线,265米,545.0
4室2厅2卫,135.25平米,南北,中层,毛坯,2020年,有,商品房,普通住宅,平层,板楼,武昌,11534元/平米,无,无,156.0
3室2厅1卫,102平米,南北,中层,毛坯,2020年,有,个人产权,个人产权,平层,板楼,东湖高新区,17353元/平米,无,无,177.0
3室2厅2卫,111平米,南北,低层,精装修,2019年,有,个人产权,个人产权,平层,板楼,洪山,12793元/平米,8号线,343米,142.0
3室2厅1卫,122.01平米,南北,高层,精装修,2015年,有,商品房,普通住宅,平层,板楼,洪山,12130元/平米,无,无,148.0
3室2厅2卫,135.2平米,南北,中层,精装修,,有,商品房,普通住宅,平层,板楼,经济开发区,9911元/平米,6号线,652米,134.0
4室2厅3卫,215.93平米,南北,高层,豪华装修,2019年,有,个人产权,个人产权,平层,板楼,武昌,32094元/平米,4号线,639米,693.0
2室2厅1卫,92.78平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,16706元/平米,7号线,1000米,155.0
4室2厅3卫,215.15平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,青山,21334元/平米,5号线,942米,459.0
3室2厅1卫,95平米,南北,中层,精装修,2017年,有,个人产权,个人产权,平层,板楼,东湖高新区,13158元/平米,2号线,379米,125.0
3室2厅2卫,106平米,南北,中层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,汉阳,12000元/平米,6号线,1097米,127.2
3室2厅2卫,119.99平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,12918元/平米,8号线,394米,155.0
2室2厅1卫,75.4平米,南,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,东湖高新区,15252元/平米,11号线,253米,115.0
3室2厅2卫,114.81平米,南,底层,简装修,2006年,有,个人产权,个人产权,平层,板楼,江岸,18291元/平米,1号线,507米,210.0
4室2厅1卫,185.18平米,南北,高层,精装修,2019年,有,商品房,普通住宅,平层,板楼,江汉,28081元/平米,3号线,796米,520.0
4室2厅2卫,203.56平米,南北,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,武昌,32914元/平米,5号线,450米,670.0
5室2厅4卫,378平米,,,毛坯,2022年,,,独栋,,,黄陂,19841元/平米,2号线,957米,750.0
3室2厅2卫,84平米,南,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,洪山,18810元/平米,2号线,594米,158.0
4室2厅2卫,126.39平米,南北,中层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,18593元/平米,无,无,235.0
3室2厅2卫,127平米,南,中层,毛坯,2023年,有,商品房,普通住宅,平层,板楼,汉阳,11260元/平米,4号线,173米,143.0
5室2厅3卫,304平米,南北,高层,简装修,2021年,有,个人产权,个人产权,平层,板楼,武昌,24013元/平米,4号线,616米,730.0
4室2厅2卫,170.68平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,23436元/平米,8号线,524米,400.0
2室2厅1卫,89.13平米,南,中层,精装修,2018年,有,个人产权,个人产权,平层,板楼,东湖高新区,20195元/平米,2号线,123米,180.0
4室2厅1卫,219.12平米,南北,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,34228元/平米,4号线,639米,750.0
4室2厅3卫,270平米,南北,低层,精装修,2021年,有,个人产权,个人产权,平层,板楼,武昌,24000元/平米,4号线,616米,648.0
3室2厅2卫,115.44平米,南北,低层,精装修,2021年,有,商品房,普通住宅,平层,板楼,洪山,9962元/平米,无,无,115.0
4室2厅1卫,258.81平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,27047元/平米,4号线,830米,700.0
3室2厅2卫,101.78平米,南,底层,精装修,2019年,有,商品房,普通住宅,平层,板楼,洪山,7880元/平米,无,无,80.2
3室2厅1卫,89.38平米,南北,高层,精装修,2014年,有,商品房,普通住宅,平层,板楼,洪山,13426元/平米,7号线,905米,120.0
3室2厅1卫,87.49平米,南北,低层,精装修,,有,个人产权,个人产权,平层,板楼,江夏,9144元/平米,7号线,994米,80.0
2室2厅1卫,74平米,南北,低层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,9459元/平米,11号线,498米,70.0
2室2厅2卫,47.2平米,南北,高层,毛坯,2017年,无,商品房,普通住宅,平层,板楼,青山,7415元/平米,19号线,226米,35.0
3室2厅2卫,135.68平米,东南,低层,精装修,2023年,有,商品房,普通住宅,平层,板楼,东湖高新区,15330元/平米,无,无,208.0
4室2厅2卫,171.63平米,南北,中层,精装修,2023年,有,商品房,普通住宅,平层,板楼,武昌,33211元/平米,5号线,450米,570.0
3室2厅2卫,128.64平米,南北,低层,中装修,2016年,有,商品房,普通住宅,平层,板楼,武昌,20600元/平米,5号线,548米,265.0
4室2厅1卫,258.81平米,南北,中层,精装修,2006年,有,商品房,,,,武昌,27047元/平米,4号线,830米,700.0
5室2厅3卫,183.92平米,,,毛坯,2020年,,,独栋,,,东湖高新区,16311元/平米,无,无,300.0
3室2厅2卫,115.6平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,15138元/平米,无,无,175.0
3室2厅2卫,111平米,南北,中层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,青山,13514元/平米,4号线,470米,150.0
3室2厅2卫,119.3平米,南北,低层,简装修,2024年,有,商品房,普通住宅,平层,板楼,硚口,27963元/平米,2号线,609米,333.6
2室2厅1卫,81.76平米,南北,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,洪山,8317元/平米,无,无,68.0
3室2厅2卫,115.76平米,南北,高层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,东湖高新区,17104元/平米,无,无,198.0
2室2厅1卫,76.1平米,南,高层,精装修,2017年,有,商品房,普通住宅,平层,板楼,东湖高新区,14717元/平米,11号线,253米,112.0
3室2厅2卫,115平米,南,高层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,武昌,16087元/平米,5号线,233米,185.0
3室2厅1卫,123.17平米,南北,高层,精装修,2018年,有,商品房,普通住宅,平层,板楼,汉阳,16481元/平米,3号线,776米,203.0
3室2厅2卫,141平米,南,中层,豪华装修,2024年,有,个人产权,个人产权,平层,板楼,江岸,30496元/平米,1号线,810米,430.0
3室2厅2卫,117平米,南北,中层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,汉阳,12496元/平米,3号线,776米,146.2
4室2厅2卫,128平米,南北,底层,简装修,2025年,有,商品房,普通住宅,平层,板楼,硚口,11719元/平米,1号线,719米,150.0
3室2厅2卫,138.51平米,南北,中层,精装修,2016年,有,商品房,普通住宅,平层,板楼,东湖高新区,15883元/平米,无,无,220.0
3室1厅2卫,110平米,南北,低层,精装修,2021年,有,个人产权,个人产权,平层,板楼,黄陂,7273元/平米,无,无,80.0
3室2厅1卫,111.05平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,15218元/平米,无,无,169.0
3室2厅1卫,94平米,南北,中层,豪华装修,2023年,有,个人产权,个人产权,平层,板楼,硚口,9043元/平米,1号线,786米,85.0
3室2厅1卫,123.73平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,13093元/平米,5号线,405米,162.0
3室2厅1卫,95.1平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,11462元/平米,4号线,374米,109.0
3室2厅2卫,128平米,南,低层,毛坯,2022年,有,商品房,普通住宅,平层,板楼,洪山,19375元/平米,2号线,980米,248.0
2室2厅1卫,82平米,南,中层,毛坯,2020年,有,商品房,普通住宅,平层,板楼,硚口,13354元/平米,1号线,1155米,109.5
3室2厅2卫,117平米,南,中层,毛坯,2019年,有,个人产权,个人产权,平层,板楼,江汉,12821元/平米,6号线,270米,150.0
2室2厅1卫,85.71平米,南,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,青山,15167元/平米,5号线,828米,130.0
3室2厅2卫,125.41平米,东南,高层,精装修,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,13954元/平米,19号线,964米,175.0
3室2厅2卫,123平米,南北,高层,精装修,2018年,有,个人产权,个人产权,平层,板楼,东湖高新区,12602元/平米,无,无,155.0
3室2厅1卫,109.77平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,12481元/平米,5号线,405米,137.0
4室2厅4卫,358.32平米,南北,高层,毛坯,2021年,无,商品房,普通住宅,平层,板楼,武昌,27852元/平米,4号线,639米,998.0
3室2厅2卫,132平米,南北,低层,精装修,2019年,有,商品房,普通住宅,平层,板楼,汉阳,11970元/平米,4号线,1086米,158.0
3室2厅2卫,110.02平米,南北,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,23178元/平米,无,无,255.0
4室2厅2卫,126.39平米,南北,中层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,18593元/平米,无,无,235.0
3室2厅2卫,114.2平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,18389元/平米,11号线,906米,210.0
3室2厅2卫,112平米,南北,低层,精装修,2023年,有,商品房,普通住宅,平层,板楼,洪山,15357元/平米,7号线,864米,172.0
4室2厅3卫,228.64平米,南北,高层,精装修,2023年,有,个人产权,个人产权,平层,板楼,武昌,32803元/平米,5号线,450米,750.0
3室2厅2卫,106平米,南北,低层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,汉阳,12283元/平米,6号线,1097米,130.2
2室1厅1卫,73.18平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,17218元/平米,2号线,1163米,126.0
4室2厅2卫,143平米,南,低层,精装修,2023年,有,个人产权,个人产权,平层,板楼,武昌,23636元/平米,11号线,742米,338.0
3室2厅2卫,120平米,南北,中层,豪华装修,2021年,有,个人产权,个人产权,平层,板楼,硚口,17083元/平米,1号线,64米,205.0
4室2厅2卫,138.78平米,南北,中层,精装修,2020年,有,个人产权,个人产权,平层,板楼,硚口,20190元/平米,7号线,749米,280.2
3室2厅2卫,104.82平米,南北,高层,精装修,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,14787元/平米,11号线,472米,155.0
4室2厅2卫,163平米,南北,低层,精装修,2020年,有,个人产权,个人产权,平层,板楼,武昌,27607元/平米,4号线,943米,450.0
5室2厅3卫,212.07平米,南,底层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,16032元/平米,无,无,340.0
3室2厅2卫,142.71平米,南北,高层,精装修,2012年,有,商品房,普通住宅,平层,板楼,洪山,11842元/平米,4号线,732米,169.0
4室2厅2卫,160平米,南北,高层,精装修,,有,商品房,普通住宅,平层,板楼,汉阳,13806元/平米,6号线,866米,220.9
4室2厅1卫,254.97平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,29415元/平米,4号线,830米,750.0
3室2厅2卫,96.28平米,南北,中层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,江夏,9867元/平米,8号线,570米,95.0
4室2厅2卫,181平米,南北,中层,毛坯,2019年,有,个人产权,个人产权,平层,板楼,武昌,16575元/平米,5号线,233米,300.0
4室2厅2卫,159.24平米,南北,底层,简装修,2007年,有,商品房,普通住宅,平层,板楼,武昌,32341元/平米,5号线,464米,515.0
3室2厅2卫,112.98平米,南,中层,毛坯,2022年,有,商品房,普通住宅,平层,板楼,江夏,7966元/平米,无,无,90.0
3室2厅2卫,105平米,南北,中层,精装修,2019年,有,商品房,普通住宅,平层,板楼,汉阳,14076元/平米,6号线,345米,147.8
2室2厅1卫,74.6平米,南,高层,精装修,2016年,有,商品房,普通住宅,平层,板楼,洪山,12735元/平米,4号线,374米,95.0
3室2厅2卫,117.15平米,南北,中层,精装修,2022年,有,商品房,普通住宅,平层,板楼,洪山,12804元/平米,无,无,150.0
3室2厅2卫,116.78平米,南北,中层,豪华装修,2020年,有,个人产权,个人产权,平层,板楼,江岸,11475元/平米,21号线,1032米,134.0
3室2厅2卫,144.61平米,南北,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,14384元/平米,2号线,465米,208.0
3室2厅1卫,96.16平米,南,低层,中装修,2018年,有,商品房,普通住宅,平层,板楼,硚口,7072元/平米,无,无,68.0
3室2厅1卫,89平米,南,底层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,江夏,7865元/平米,无,无,70.0
3室1厅1卫,88.17平米,东南,低层,精装修,2017年,有,商品房,普通住宅,平层,板楼,洪山,10208元/平米,5号线,549米,90.0
